TransactionID,UserID,TransactionAmount,Timestamp
TX315,U99,76.45,2022-02-07
TX316,U25,827.75,2022-12-22
TX317,U93,428.24,2022-02-26
TX318,U18,596.47,2022-11-18
TX319,U82,90.56,2022-01-30
TX320,U66,338.02,2022-09-23
TX321,U54,90.61,2022-08-15
TX322,U35,961.58,2022-11-13
TX323,U80,807.45,2022-10-19
TX324,U61,460.17,2022-02-23
TX325,U41,224.38,2022-04-07
TX326,U100,933.52,2022-01-04
TX327,U33,345.25,2022-11-06
TX328,U68,161.82,2022-04-01
TX329,U33,563.6,2022-03-30
TX330,U14,943.83,2022-11-16
TX331,U21,4.83,2022-04-02
TX332,U48,238.89,2022-05-30
TX333,U20,938.51,2022-08-22
TX334,U8,171.91,2022-12-03
TX335,U7,114.13,2022-02-28
TX336,U67,570.62,2022-07-04
TX337,U17,861.98,2022-02-13
TX338,U33,477.63,2022-06-29
TX339,U48,994.57,2022-03-17
TX340,U76,679.49,2022-05-24
TX341,U59,75.0,2022-04-11
TX342,U86,992.84,2022-09-29
TX343,U22,408.49,2022-02-24
TX344,U30,288.12,2022-07-08
TX345,U38,558.32,2022-12-17
TX346,U51,305.0,2022-12-01
TX347,U54,87.37,2022-03-18
TX348,U8,2.43,2022-10-23
TX349,U27,450.13,2022-08-07
TX350,U27,837.03,2022-10-04
TX351,U98,572.74,2022-03-07
TX352,U21,999.21,2022-05-16
TX353,U30,287.56,2022-08-22
TX354,U97,281.17,2022-07-18
TX355,U28,160.59,2022-09-23
TX356,U64,164.9,2022-02-12
TX357,U97,285.9,2022-12-27
TX358,U69,793.05,2022-08-16
TX359,U61,905.85,2022-08-15
TX360,U48,975.11,2022-03-04
TX361,U19,233.06,2022-06-20
TX362,U4,881.42,2022-09-07
TX363,U35,328.93,2022-12-04
TX364,U64,113.73,2022-09-07
TX365,U49,870.15,2022-11-03
TX366,U17,636.47,2022-08-26
TX367,U44,165.57,2022-02-25
TX368,U92,430.4,2022-06-20
TX369,U30,287.97,2022-02-03
TX370,U93,737.06,2022-11-11
TX371,U46,453.96,2022-05-10
TX372,U6,989.29,2022-05-10
TX373,U99,55.69,2022-05-31
TX374,U37,355.66,2022-05-23
TX375,U24,482.42,2022-04-28
TX376,U93,503.63,2022-07-23
TX377,U46,316.62,2022-08-23
TX378,U53,729.51,2022-01-17
TX379,U95,874.87,2022-03-23
TX380,U99,938.78,2022-01-14
TX381,U60,805.29,2022-03-22
TX382,U97,850.73,2022-07-26
TX383,U63,550.99,2022-07-23
TX384,U85,826.06,2022-09-29
TX385,U32,304.2,2022-02-01
TX386,U87,399.08,2022-01-23
TX387,U33,317.6,2022-04-12
TX388,U67,467.92,2022-06-11
TX389,U18,286.29,2022-04-08
TX390,U25,961.65,2022-05-24
TX391,U95,313.53,2022-04-14
TX392,U54,98.95,2022-11-20
TX393,U58,527.29,2022-06-20
TX394,U67,58.04,2022-03-05
TX395,U46,111.43,2022-09-01
TX396,U24,220.17,2022-03-12
TX397,U32,464.89,2022-10-01
TX398,U47,433.82,2022-05-05
TX399,U86,799.89,2022-11-13
TX400,U23,739.74,2022-11-27
TX401,U66,426.89,2022-04-17
TX402,U27,334.37,2022-05-28
TX403,U2,317.15,2022-07-11
TX404,U90,774.22,2022-12-03
TX405,U17,53.02,2022-08-14
TX406,U33,13.81,2022-08-30
TX407,U9,795.75,2022-12-28
TX408,U43,477.67,2022-10-11
TX409,U48,131.75,2022-06-12
TX410,U39,236.33,2022-01-08
TX411,U93,932.57,2022-12-13
TX412,U42,859.64,2022-06-01
TX413,U26,710.08,2022-11-18
TX414,U99,482.74,2022-04-05
TX415,U50,520.8,2022-08-02
TX416,U25,975.27,2022-03-05
TX417,U24,965.8,2022-03-06
TX418,U13,216.05,2022-09-27
TX419,U60,811.29,2022-01-25
TX420,U7,198.05,2022-04-10
TX421,U57,214.32,2022-04-15
TX422,U36,676.42,2022-05-11
TX423,U45,405.6,2022-11-17
TX424,U20,931.61,2022-01-19
TX425,U65,89.92,2022-08-13
TX426,U8,512.01,2022-04-16
TX427,U16,918.6,2022-02-23
TX428,U14,904.21,2022-08-14
TX429,U76,157.37,2022-12-26
TX430,U87,367.27,2022-01-15
TX431,U15,619.5,2022-02-17
TX432,U92,160.24,2022-05-19
TX433,U98,968.05,2022-02-03
TX434,U66,914.83,2022-12-21
TX435,U32,167.78,2022-07-29
TX436,U87,122.03,2022-01-19
TX437,U63,86.32,2022-07-15
TX438,U86,909.53,2022-11-22
TX439,U51,194.43,2022-04-25
TX440,U25,416.87,2022-12-18
TX441,U58,449.4,2022-03-16
TX442,U63,599.41,2022-05-30
TX443,U62,72.66,2022-02-05
TX444,U22,227.53,2022-08-30
TX445,U58,931.56,2022-05-31
TX446,U58,908.5,2022-03-04
TX447,U86,781.51,2022-06-03
TX448,U49,20.38,2022-07-07
TX449,U52,327.68,2022-08-11
TX450,U42,628.33,2022-04-03
TX451,U70,275.92,2022-01-05
TX452,U15,909.68,2022-06-15
TX453,U54,634.26,2022-01-25
TX454,U60,72.83,2022-04-08
TX455,U97,909.1,2022-09-25
TX456,U8,957.81,2022-05-30
TX457,U53,78.63,2022-09-09
TX458,U60,532.83,2022-03-25
TX459,U5,304.06,2022-10-12
TX460,U68,393.45,2022-06-21
TX461,U6,180.47,2022-08-09
TX462,U96,578.49,2022-04-19
TX463,U94,958.02,2022-01-27
TX464,U47,503.57,2022-09-03
TX465,U99,83.83,2022-02-24
TX466,U55,620.38,2022-05-13
TX467,U40,340.88,2022-02-21
TX468,U52,856.07,2022-09-10
TX469,U16,435.24,2022-09-26
TX470,U13,193.65,2022-10-25
TX471,U30,191.91,2022-03-20
TX472,U19,769.0,2022-01-18
TX473,U17,266.32,2022-11-02
TX474,U63,767.47,2022-09-15
TX475,U19,206.68,2022-12-09
TX476,U92,322.36,2022-04-17
TX477,U58,466.02,2022-02-16
TX478,U55,943.25,2022-09-03
TX479,U90,931.8,2022-03-30
TX480,U90,207.67,2022-07-22
TX481,U62,358.86,2022-08-28
TX482,U23,150.25,2022-09-25
TX483,U9,510.48,2022-01-13
TX484,U12,461.12,2022-05-17
TX485,U1,900.86,2022-11-11
TX486,U58,930.08,2022-06-22
TX487,U1,384.18,2022-08-18
TX488,U34,492.25,2022-07-17
TX489,U96,896.34,2022-08-31
TX490,U48,806.9,2022-02-12
TX491,U89,4.65,2022-11-26
TX492,U1,320.74,2022-10-06
TX493,U16,422.35,2022-03-20
TX494,U61,230.49,2022-10-06
TX495,U64,200.37,2022-08-20
TX496,U63,38.75,2022-04-11
TX497,U69,643.73,2022-06-11
TX498,U22,263.25,2022-05-24
TX499,U93,53.29,2022-04-19
TX500,U67,231.75,2022-08-21
TX501,U76,802.11,2022-04-21
TX502,U26,851.64,2022-08-20
TX503,U16,483.58,2022-08-26
TX504,U51,416.65,2022-07-16
TX505,U86,977.88,2022-09-30
TX506,U57,201.36,2022-03-27
TX507,U29,216.14,2022-10-22
TX508,U78,292.58,2022-02-10
TX509,U92,173.58,2022-02-17
TX510,U69,379.99,2022-03-18
TX511,U47,910.92,2022-06-27
TX512,U94,615.73,2022-09-14
TX513,U62,412.53,2022-04-27
TX514,U69,934.48,2022-01-19
TX515,U76,49.42,2022-02-28
TX516,U16,211.07,2022-07-15
TX517,U90,566.32,2022-04-17
TX518,U90,615.94,2022-10-11
TX519,U48,40.52,2022-02-03
TX520,U85,403.64,2022-10-22
TX521,U39,649.5,2022-09-08
TX522,U100,698.37,2022-05-06
TX523,U33,638.5,2022-12-05
TX524,U94,321.24,2022-04-16
TX525,U23,94.43,2022-06-29
TX526,U10,427.69,2022-04-20
TX527,U69,129.63,2022-08-16
TX528,U100,947.68,2022-05-01
TX529,U34,475.7,2022-04-17
TX530,U52,317.94,2022-05-11
TX531,U95,766.54,2022-01-23
TX532,U10,498.45,2022-05-25
TX533,U19,310.72,2022-11-23
TX534,U58,812.16,2022-06-03
TX535,U96,867.28,2022-04-17
TX536,U1,673.34,2022-05-26
TX537,U69,47.92,2022-09-09
TX538,U4,566.76,2022-10-29
TX539,U16,763.53,2022-03-11
TX540,U24,137.37,2022-01-31
TX541,U80,229.44,2022-04-03
TX542,U2,882.61,2022-05-17
TX543,U92,21.1,2022-06-12
TX544,U32,752.97,2022-03-22
TX545,U91,474.3,2022-11-12
TX546,U84,447.33,2022-03-17
TX547,U24,8.09,2022-03-04
TX548,U12,819.58,2022-04-10
TX549,U50,360.47,2022-02-17
TX550,U35,541.22,2022-03-15
TX551,U33,677.62,2022-11-10
TX552,U33,702.93,2022-07-11
TX553,U61,956.02,2022-01-30
TX554,U51,531.81,2022-06-06
TX555,U43,400.32,2022-09-23
TX556,U12,953.75,2022-09-13
TX557,U67,642.47,2022-02-08
TX558,U65,298.85,2022-02-24
TX559,U33,127.34,2022-01-28
TX560,U40,842.71,2022-04-28
TX561,U74,362.82,2022-07-28
TX562,U43,660.81,2022-03-16
TX563,U44,471.35,2022-03-06
TX564,U29,199.73,2022-12-03
TX565,U13,602.08,2022-12-22
TX566,U12,61.62,2022-04-10
TX567,U95,413.93,2022-02-15
TX568,U46,547.07,2022-11-12
TX569,U2,436.61,2022-06-05
TX570,U35,748.92,2022-08-28
TX571,U87,828.1,2022-12-19
TX572,U81,771.47,2022-09-16
TX573,U90,39.77,2022-05-16
TX574,U8,194.93,2022-07-17
TX575,U93,537.07,2022-07-06
TX576,U26,934.89,2022-04-26
TX577,U74,835.12,2022-02-27
TX578,U90,842.69,2022-03-11
TX579,U34,303.9,2022-04-03
TX580,U7,430.02,2022-08-17
TX581,U68,471.24,2022-05-17
TX582,U58,158.21,2022-04-15
TX583,U75,32.04,2022-11-01
TX584,U29,946.96,2022-12-05
TX585,U36,241.47,2022-01-17
TX586,U89,240.71,2022-02-23
TX587,U21,84.3,2022-04-22
TX588,U36,928.58,2022-06-21
TX589,U10,580.16,2022-11-01
TX590,U73,667.37,2022-05-24
TX591,U24,911.67,2022-03-26
TX592,U64,346.27,2022-01-12
TX593,U99,621.89,2022-09-09
TX594,U49,39.76,2022-08-04
TX595,U99,187.59,2022-05-06
TX596,U36,831.41,2022-04-08
TX597,U82,767.0,2022-10-31
TX598,U96,351.29,2022-01-28
TX599,U24,377.43,2022-12-02
TX600,U23,534.02,2022-09-23
TX601,U62,1.24,2022-02-21
TX602,U96,242.0,2022-05-23
TX603,U37,209.02,2022-05-12
TX604,U12,251.23,2022-12-12
TX605,U55,806.1,2022-07-26
TX606,U13,280.39,2022-03-03
TX607,U23,192.33,2022-12-29
TX608,U89,504.76,2022-05-12
TX609,U99,865.78,2022-02-10
TX610,U30,242.11,2022-07-20
TX611,U17,79.46,2022-04-09
TX612,U62,357.05,2022-11-07
TX613,U84,747.9,2022-10-11
TX614,U89,551.14,2022-12-23
TX615,U86,816.98,2022-02-16
TX616,U13,959.63,2022-05-17
TX617,U59,792.87,2022-05-10
TX618,U19,604.2,2022-07-14
TX619,U49,493.85,2022-04-27
TX620,U100,41.03,2022-12-30
TX621,U12,984.34,2022-03-10
TX622,U61,384.1,2022-01-28
TX623,U19,153.08,2022-12-01
TX624,U76,667.04,2022-01-14
TX625,U9,285.0,2022-02-15
TX626,U71,586.19,2022-01-16
TX627,U28,587.18,2022-07-28
TX628,U78,446.28,2022-06-07
TX629,U95,836.28,2022-12-03
TX630,U52,265.7,2022-08-15
TX631,U83,449.18,2022-08-29
TX632,U16,538.15,2022-02-27
TX633,U69,663.96,2022-10-31
TX634,U99,784.19,2022-11-01
TX635,U12,395.41,2022-12-11
TX636,U25,646.4,2022-05-10
TX637,U52,151.46,2022-08-05
TX638,U85,932.72,2022-01-14
TX639,U100,383.68,2022-12-25
TX640,U53,729.79,2022-08-31
TX641,U23,21.32,2022-05-25
TX642,U16,205.98,2022-11-22
TX643,U57,487.6,2022-04-13
TX644,U39,878.37,2022-08-05
TX645,U53,527.73,2022-12-24
TX646,U42,929.94,2022-03-05
TX647,U58,484.31,2022-06-07
TX648,U39,490.96,2022-06-11
TX649,U14,120.63,2022-01-18
TX650,U95,802.85,2022-08-04
TX651,U5,247.72,2022-11-15
TX652,U35,899.71,2022-02-18
TX653,U87,910.91,2022-02-25
TX654,U93,943.37,2022-12-13
TX655,U75,520.71,2022-02-27
TX656,U18,677.42,2022-06-04
TX657,U76,778.74,2022-02-24
TX658,U9,131.88,2022-12-07
TX659,U74,601.36,2022-01-19
TX660,U58,35.26,2022-05-31
TX661,U17,498.07,2022-12-25
TX662,U7,155.69,2022-04-18
TX663,U46,183.74,2022-02-16
TX664,U13,365.68,2022-07-26
TX665,U40,433.0,2022-12-29
TX666,U42,623.55,2022-12-06
TX667,U9,75.35,2022-05-08
TX668,U50,504.19,2022-07-04
TX669,U27,183.44,2022-02-27
TX670,U66,574.4,2022-05-23
TX671,U5,637.77,2022-04-07
TX672,U29,557.15,2022-02-16
TX673,U37,738.56,2022-07-10
TX674,U38,336.27,2022-05-20
TX675,U83,765.34,2022-04-13
TX676,U8,433.33,2022-08-19
TX677,U65,484.7,2022-12-06
TX678,U86,648.45,2022-02-18
TX679,U17,19.34,2022-04-22
TX680,U71,654.34,2022-11-12
TX681,U89,618.97,2022-11-18
TX682,U45,310.54,2022-03-28
TX683,U4,86.71,2022-10-09
TX684,U36,91.84,2022-11-23
TX685,U70,923.3,2022-09-09
TX686,U31,689.59,2022-03-15
TX687,U19,127.98,2022-02-16
TX688,U61,357.37,2022-03-17
TX689,U54,592.89,2022-04-06
TX690,U39,835.74,2022-01-31
TX691,U91,44.62,2022-01-22
TX692,U74,237.4,2022-01-17
TX693,U90,889.86,2022-07-31
TX694,U19,10.16,2022-05-28
TX695,U39,202.2,2022-08-23
TX696,U67,959.07,2022-12-20
TX697,U45,613.79,2022-11-01
TX698,U13,262.41,2022-03-28
TX699,U92,67.92,2022-02-07
TX700,U58,29.16,2022-02-22
TX701,U20,245.5,2022-01-28
TX702,U92,881.6,2022-03-18
TX703,U72,416.5,2022-07-19
TX704,U61,720.61,2022-06-22
TX705,U39,918.37,2022-10-01
TX706,U1,408.63,2022-02-19
TX707,U3,192.09,2022-12-11
TX708,U77,517.6,2022-06-26
TX709,U92,908.18,2022-10-28
TX710,U62,804.57,2022-08-15
TX711,U63,66.76,2022-05-07
TX712,U25,692.88,2022-12-15
TX713,U56,572.33,2022-01-21
TX714,U33,907.56,2022-07-18
TX715,U38,123.36,2022-07-08
TX716,U6,534.5,2022-11-28
TX717,U58,879.58,2022-06-01
TX718,U44,410.61,2022-06-09
TX719,U45,482.51,2022-12-13
TX720,U32,71.39,2022-04-06
TX721,U45,278.87,2022-12-18
TX722,U61,325.18,2022-03-16
TX723,U47,945.18,2022-03-23
TX724,U21,283.38,2022-05-08
TX725,U80,461.41,2022-12-25
TX726,U85,671.63,2022-05-13
TX727,U75,163.02,2022-05-19
TX728,U36,486.96,2022-09-03
TX729,U99,738.8,2022-10-18
TX730,U19,866.99,2022-04-22
TX731,U20,626.63,2022-07-22
TX732,U57,669.38,2022-06-19
TX733,U18,127.16,2022-03-28
TX734,U47,945.83,2022-04-29
TX735,U49,133.44,2022-04-08
TX736,U14,774.9,2022-08-28
TX737,U15,265.55,2022-12-03
TX738,U31,933.66,2022-05-18
TX739,U1,720.24,2022-03-23
TX740,U54,754.06,2022-08-24
TX741,U3,219.84,2022-05-16
TX742,U16,443.6,2022-10-09
TX743,U87,618.2,2022-01-03
TX744,U57,770.2,2022-02-28
TX745,U75,104.86,2022-04-26
TX746,U12,962.4,2022-05-11
TX747,U74,890.33,2022-07-20
TX748,U96,271.08,2022-10-19
TX749,U16,822.94,2022-12-08
TX750,U72,518.81,2022-04-08
TX751,U76,462.34,2022-08-04
TX752,U24,315.12,2022-05-04
TX753,U28,581.39,2022-03-14
TX754,U8,730.16,2022-05-10
TX755,U92,411.52,2022-01-27
TX756,U36,629.59,2022-06-14
TX757,U90,699.61,2022-03-09
TX758,U8,711.41,2022-01-14
TX759,U58,52.91,2022-04-08
TX760,U60,859.89,2022-10-06
TX761,U50,458.8,2022-09-04
TX762,U28,263.15,2022-04-22
TX763,U92,242.52,2022-07-26
TX764,U41,483.53,2022-12-18
TX765,U100,886.94,2022-11-30
TX766,U64,378.97,2022-08-21
TX767,U27,749.98,2022-03-02
TX768,U63,97.72,2022-03-26
TX769,U17,476.58,2022-07-02
TX770,U73,991.69,2022-08-27
TX771,U33,770.67,2022-09-07
TX772,U84,211.32,2022-03-12
TX773,U77,501.94,2022-08-16
TX774,U92,234.39,2022-03-26
TX775,U29,410.15,2022-11-02
